origin_idx,origin_date,forecast_date,forecast_logdiff,actual_logdiff,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
100,1976-06-01,1976-07-01,0.007666225049518474,0.0056794493189409,RMSE_full,MAE_full,HitRate_full,RMSE_pre-GFC,MAE_pre-GFC,HitRate_pre-GFC,RMSE_GFC,MAE_GFC,HitRate_GFC,RMSE_post-GFC/pre-COVID,MAE_post-GFC/pre-COVID,HitRate_post-GFC/pre-COVID,RMSE_COVID,MAE_COVID,HitRate_COVID,RMSE_post-COVID,MAE_post-COVID,HitRate_post-COVID,Time elapsed [s]
101,1976-07-01,1976-08-01,0.007332498008635738,0.006854351585718,0.00911993754753426,0.005230407187366957,0.6666666666666666,0.005955623248087427,0.00452453150272648,0.6943699731903485,0.011634561990166714,0.007947463722503134,0.8260869565217391,0.00579224623150556,0.004409808983569394,0.625,0.026817209788838257,0.01347017213482723,0.631578947368421,0.006404050883984594,0.0049795393303105435,0.41379310344827586,274.16
102,1976-08-01,1976-09-01,0.00526303132749239,0.0034510513529513,NAIVE_RMSE_full,NAIVE_MAE_full,NAIVE_HitRate_full,NAIVE_RMSE_pre-GFC,NAIVE_MAE_pre-GFC,NAIVE_HitRate_pre-GFC,NAIVE_RMSE_GFC,NAIVE_MAE_GFC,NAIVE_HitRate_GFC,NAIVE_RMSE_post-GFC/pre-COVID,NAIVE_MAE_post-GFC/pre-COVID,NAIVE_HitRate_post-GFC/pre-COVID,NAIVE_RMSE_COVID,NAIVE_MAE_COVID,NAIVE_HitRate_COVID,NAIVE_RMSE_post-COVID,NAIVE_MAE_post-COVID,NAIVE_HitRate_post-COVID,
103,1976-09-01,1976-10-01,0.00462878785883114,-0.0003044869306836,0.009758604539207596,0.005670520962698502,0.0,0.006742664968084927,0.0052486934455759585,0.0,0.014221643587282937,0.009628664559958942,0.0,0.005088008511139036,0.004129516666313324,0.0,0.028277546127060554,0.013457583622320269,0.0,0.005789977074515499,0.0045548151013672855,0.0,
104,1976-10-01,1976-11-01,0.003866839139704944,0.0151273417142681,,,,,,,,,,,,,,,,,,,
105,1976-11-01,1976-12-01,0.0163014361594567,0.0107538061144394,,,,,,,,,,,,,,,,,,,
106,1976-12-01,1977-01-01,0.01395672584706269,-0.0070222901040648,,,,,,,,,,,,,,,,,,,
107,1977-01-01,1977-02-01,0.005750024289319065,0.0156756690486763,,,,,,,,,,,,,,,,,,,
108,1977-02-01,1977-03-01,0.00818358208998225,0.0126992384400579,,,,,,,,,,,,,,,,,,,
109,1977-03-01,1977-04-01,0.011423496415103013,0.0095635721668867,,,,,,,,,,,,,,,,,,,
110,1977-04-01,1977-05-01,0.009584471787339923,0.0078538379353396,,,,,,,,,,,,,,,,,,,
111,1977-05-01,1977-06-01,0.0059512979743170285,0.007746814316869,,,,,,,,,,,,,,,,,,,
112,1977-06-01,1977-07-01,0.005144910274640796,0.0012780405675312,,,,,,,,,,,,,,,,,,,
113,1977-07-01,1977-08-01,0.011482269601542795,0.0009875927970335,,,,,,,,,,,,,,,,,,,
114,1977-08-01,1977-09-01,0.0040316445059805075,0.0041145067243357,,,,,,,,,,,,,,,,,,,
115,1977-09-01,1977-10-01,0.006982136780458992,0.0014104608050469,,,,,,,,,,,,,,,,,,,
116,1977-10-01,1977-11-01,0.007788311492004665,0.0018376437087685,,,,,,,,,,,,,,,,,,,
117,1977-11-01,1977-12-01,0.00614180205069778,0.0017889719215924,,,,,,,,,,,,,,,,,,,
118,1977-12-01,1978-01-01,0.0060917508986980526,-0.0148284552105955,,,,,,,,,,,,,,,,,,,
119,1978-01-01,1978-02-01,0.0027624422473261838,0.0053422393279238,,,,,,,,,,,,,,,,,,,
120,1978-02-01,1978-03-01,0.004135989750653681,0.0189873192292036,,,,,,,,,,,,,,,,,,,
121,1978-03-01,1978-04-01,0.009480029469291565,0.0200739523307373,,,,,,,,,,,,,,,,,,,
122,1978-04-01,1978-05-01,0.007276613711957447,0.0046552251817142,,,,,,,,,,,,,,,,,,,
123,1978-05-01,1978-06-01,0.004311476902799506,0.0064680725447341,,,,,,,,,,,,,,,,,,,
124,1978-06-01,1978-07-01,0.011028739394409955,-0.0008247749395784,,,,,,,,,,,,,,,,,,,
125,1978-07-01,1978-08-01,0.003342484629643407,0.0040954125102032,,,,,,,,,,,,,,,,,,,
126,1978-08-01,1978-09-01,0.001015127049522647,0.0025309942048967,,,,,,,,,,,,,,,,,,,
127,1978-09-01,1978-10-01,0.0008307068662009543,0.0074708832622936,,,,,,,,,,,,,,,,,,,
128,1978-10-01,1978-11-01,0.004309520517679512,0.0076865673724948,,,,,,,,,,,,,,,,,,,
129,1978-11-01,1978-12-01,0.007142523845941446,0.0049748848264123,,,,,,,,,,,,,,,,,,,
130,1978-12-01,1979-01-01,0.0026043364826564236,-0.005431898444077,,,,,,,,,,,,,,,,,,,
131,1979-01-01,1979-02-01,-0.005552418244183405,0.0047805468665731,,,,,,,,,,,,,,,,,,,
132,1979-02-01,1979-03-01,0.001469487350524171,0.0032602093161364,,,,,,,,,,,,,,,,,,,
133,1979-03-01,1979-04-01,0.00515316961710097,-0.0120874549161809,,,,,,,,,,,,,,,,,,,
