origin_idx,origin_date,forecast_date,forecast_logdiff,actual_logdiff,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
100,1976-06-01,1976-07-01,0.0013957759728171974,0.0056794493189409,RMSE_full,MAE_full,HitRate_full,RMSE_pre-GFC,MAE_pre-GFC,HitRate_pre-GFC,RMSE_GFC,MAE_GFC,HitRate_GFC,RMSE_post-GFC/pre-COVID,MAE_post-GFC/pre-COVID,HitRate_post-GFC/pre-COVID,RMSE_COVID,MAE_COVID,HitRate_COVID,RMSE_post-COVID,MAE_post-COVID,HitRate_post-COVID,Time elapsed [s]
101,1976-07-01,1976-08-01,0.0021914581403532614,0.006854351585718,0.009500430277409214,0.005214565760267213,0.6666666666666666,0.006031745677353418,0.004475663091649762,0.710455764075067,0.012407662513417071,0.007957752337214314,0.6521739130434783,0.005382308252332096,0.004215282846647751,0.59375,0.02878689551562756,0.014462622527038213,0.631578947368421,0.005968751003140891,0.004835236792354056,0.4827586206896552,210.51
102,1976-08-01,1976-09-01,0.0033839575570031337,0.0034510513529513,NAIVE_RMSE_full,NAIVE_MAE_full,NAIVE_HitRate_full,NAIVE_RMSE_pre-GFC,NAIVE_MAE_pre-GFC,NAIVE_HitRate_pre-GFC,NAIVE_RMSE_GFC,NAIVE_MAE_GFC,NAIVE_HitRate_GFC,NAIVE_RMSE_post-GFC/pre-COVID,NAIVE_MAE_post-GFC/pre-COVID,NAIVE_HitRate_post-GFC/pre-COVID,NAIVE_RMSE_COVID,NAIVE_MAE_COVID,NAIVE_HitRate_COVID,NAIVE_RMSE_post-COVID,NAIVE_MAE_post-COVID,NAIVE_HitRate_post-COVID,
103,1976-09-01,1976-10-01,0.002463467952292805,-0.0003044869306836,0.009758604539207596,0.005670520962698502,0.0,0.006742664968084927,0.0052486934455759585,0.0,0.014221643587282937,0.009628664559958942,0.0,0.005088008511139036,0.004129516666313324,0.0,0.028277546127060554,0.013457583622320269,0.0,0.005789977074515499,0.0045548151013672855,0.0,
104,1976-10-01,1976-11-01,0.001089028321360484,0.0151273417142681,,,,,,,,,,,,,,,,,,,
105,1976-11-01,1976-12-01,0.005924944008849099,0.0107538061144394,,,,,,,,,,,,,,,,,,,
106,1976-12-01,1977-01-01,0.006087780099688756,-0.0070222901040648,,,,,,,,,,,,,,,,,,,
107,1977-01-01,1977-02-01,0.0015064274146039287,0.0156756690486763,,,,,,,,,,,,,,,,,,,
108,1977-02-01,1977-03-01,0.00507765258921862,0.0126992384400579,,,,,,,,,,,,,,,,,,,
109,1977-03-01,1977-04-01,0.007224323243773539,0.0095635721668867,,,,,,,,,,,,,,,,,,,
110,1977-04-01,1977-05-01,0.006255235014865997,0.0078538379353396,,,,,,,,,,,,,,,,,,,
111,1977-05-01,1977-06-01,0.005876553375459861,0.007746814316869,,,,,,,,,,,,,,,,,,,
112,1977-06-01,1977-07-01,0.001777076944836658,0.0012780405675312,,,,,,,,,,,,,,,,,,,
113,1977-07-01,1977-08-01,0.0017570527554008621,0.0009875927970335,,,,,,,,,,,,,,,,,,,
114,1977-08-01,1977-09-01,0.0017801591797692055,0.0041145067243357,,,,,,,,,,,,,,,,,,,
115,1977-09-01,1977-10-01,0.0017805336231706058,0.0014104608050469,,,,,,,,,,,,,,,,,,,
116,1977-10-01,1977-11-01,0.001774662049555337,0.0018376437087685,,,,,,,,,,,,,,,,,,,
117,1977-11-01,1977-12-01,0.0017660921044479758,0.0017889719215924,,,,,,,,,,,,,,,,,,,
118,1977-12-01,1978-01-01,0.0017725209703655447,-0.0148284552105955,,,,,,,,,,,,,,,,,,,
119,1978-01-01,1978-02-01,0.0016698511062751816,0.0053422393279238,,,,,,,,,,,,,,,,,,,
120,1978-02-01,1978-03-01,0.0016992906078327874,0.0189873192292036,,,,,,,,,,,,,,,,,,,
121,1978-03-01,1978-04-01,0.0018155662227596454,0.0200739523307373,,,,,,,,,,,,,,,,,,,
122,1978-04-01,1978-05-01,0.0019414347981239184,0.0046552251817142,,,,,,,,,,,,,,,,,,,
123,1978-05-01,1978-06-01,0.001961592101234624,0.0064680725447341,,,,,,,,,,,,,,,,,,,
124,1978-06-01,1978-07-01,0.004673604397563986,-0.0008247749395784,,,,,,,,,,,,,,,,,,,
125,1978-07-01,1978-08-01,0.0005020397773769318,0.0040954125102032,,,,,,,,,,,,,,,,,,,
126,1978-08-01,1978-09-01,0.0030304252268272295,0.0025309942048967,,,,,,,,,,,,,,,,,,,
127,1978-09-01,1978-10-01,0.004131630395202424,0.0074708832622936,,,,,,,,,,,,,,,,,,,
128,1978-10-01,1978-11-01,0.004402148502244236,0.0076865673724948,,,,,,,,,,,,,,,,,,,
129,1978-11-01,1978-12-01,0.003720507930887607,0.0049748848264123,,,,,,,,,,,,,,,,,,,
130,1978-12-01,1979-01-01,0.002256384193861315,-0.005431898444077,,,,,,,,,,,,,,,,,,,
131,1979-01-01,1979-02-01,-6.1009917420841876e-05,0.0047805468665731,,,,,,,,,,,,,,,,,,,
132,1979-02-01,1979-03-01,0.0013462338424785347,0.0032602093161364,,,,,,,,,,,,,,,,,,,
133,1979-03-01,1979-04-01,0.0038051380704891067,-0.0120874549161809,,,,,,,,,,,,,,,,,,,
134,1979-04-01,1979-05-01,-0.0016174134385317498,0.0090277066611546,,,,,,,,,,,,,,,,,,,
135,1979-05-01,1979-06-01,0.004652339313045545,0.0002100554920372,,,,,,,,,,,,,,,,,,,
136,1979-06-01,1979-07-01,0.0020593174828041636,-0.001673960096288,,,,,,,,,,,,,,,,,,,
137,1979-07-01,1979-08-01,0.0020243477138228126,-0.0066093633100501,,,,,,,,,,,,,,,,,,,
138,1979-08-01,1979-09-01,0.0019902022269511033,-0.0001690500460171,,,,,,,,,,,,,,,,,,,
139,1979-09-01,1979-10-01,0.0019713457693848265,0.0072357520580763,,,,,,,,,,,,,,,,,,,
140,1979-10-01,1979-11-01,0.001981763702825215,-0.0015503953910003,,,,,,,,,,,,,,,,,,,
141,1979-11-01,1979-12-01,0.001981237185259311,0.0006702665574493,,,,,,,,,,,,,,,,,,,
142,1979-12-01,1980-01-01,0.001974728516665177,0.0053940357465207,,,,,,,,,,,,,,,,,,,
143,1980-01-01,1980-02-01,0.001972356568631534,0.0002707635837602,,,,,,,,,,,,,,,,,,,
144,1980-02-01,1980-03-01,0.0019469193568622597,-0.0040788112574068,,,,,,,,,,,,,,,,,,,
145,1980-03-01,1980-04-01,0.001938635552082723,-0.0200630429249257,,,,,,,,,,,,,,,,,,,
146,1980-04-01,1980-05-01,0.0018009003638839525,-0.0249085104965822,,,,,,,,,,,,,,,,,,,
147,1980-05-01,1980-06-01,0.0016019424424885674,-0.0130064388579431,,,,,,,,,,,,,,,,,,,
148,1980-06-01,1980-07-01,-0.003369106089566157,-0.0070588214834401,,,,,,,,,,,,,,,,,,,
149,1980-07-01,1980-08-01,-0.0031849432571849877,0.0031306452630932,,,,,,,,,,,,,,,,,,,
150,1980-08-01,1980-09-01,0.0031280140838521515,0.0163657788171902,,,,,,,,,,,,,,,,,,,
151,1980-09-01,1980-10-01,0.00662100987792817,0.0126315442892757,,,,,,,,,,,,,,,,,,,
152,1980-10-01,1980-11-01,0.004435635568259351,0.0166035078210593,,,,,,,,,,,,,,,,,,,
153,1980-11-01,1980-12-01,0.007241741622190163,0.0066346668586829,,,,,,,,,,,,,,,,,,,
154,1980-12-01,1981-01-01,-0.0012333903276392174,-0.0064308903302907,,,,,,,,,,,,,,,,,,,
155,1981-01-01,1981-02-01,-0.0038652226177324205,-0.0042703433551958,,,,,,,,,,,,,,,,,,,
156,1981-02-01,1981-03-01,0.00040503053575464834,0.0050752464528769,,,,,,,,,,,,,,,,,,,
157,1981-03-01,1981-04-01,0.0022622925531451473,-0.0044064948298339,,,,,,,,,,,,,,,,,,,
158,1981-04-01,1981-05-01,-0.0021643704088000746,0.0057152815915175,,,,,,,,,,,,,,,,,,,
159,1981-05-01,1981-06-01,0.0008012843226850377,0.005081934033587,,,,,,,,,,,,,,,,,,,
160,1981-06-01,1981-07-01,0.0017460682211494758,0.0065337407155321,,,,,,,,,,,,,,,,,,,
161,1981-07-01,1981-08-01,0.0006886935303591158,-0.0012472241215277,,,,,,,,,,,,,,,,,,,
162,1981-08-01,1981-09-01,-0.0008928170566480601,-0.0048275681612497,,,,,,,,,,,,,,,,,,,
163,1981-09-01,1981-10-01,-0.005158984354757664,-0.0079171382626155,,,,,,,,,,,,,,,,,,,
164,1981-10-01,1981-11-01,-0.006275174342785839,-0.0116910828757204,,,,,,,,,,,,,,,,,,,
165,1981-11-01,1981-12-01,-0.006331537593645338,-0.0106904281928961,,,,,,,,,,,,,,,,,,,
166,1981-12-01,1982-01-01,-0.008463578945441603,-0.0208619331800021,,,,,,,,,,,,,,,,,,,
167,1982-01-01,1982-02-01,-0.0055902672659764105,0.0201582605211254,,,,,,,,,,,,,,,,,,,
168,1982-02-01,1982-03-01,0.00024349118853402105,-0.0066662956298908,,,,,,,,,,,,,,,,,,,
169,1982-03-01,1982-04-01,-0.001994274176134375,-0.00927524186261,,,,,,,,,,,,,,,,,,,
170,1982-04-01,1982-05-01,-0.005181440334809237,-0.0066794151215754,,,,,,,,,,,,,,,,,,,
171,1982-05-01,1982-06-01,-0.0018616451026518834,-0.0026065618328554,,,,,,,,,,,,,,,,,,,
172,1982-06-01,1982-07-01,-0.004608683135982271,-0.0032920314435886,,,,,,,,,,,,,,,,,,,
173,1982-07-01,1982-08-01,-0.0037939444242233067,-0.0091708008352875,,,,,,,,,,,,,,,,,,,
174,1982-08-01,1982-09-01,-0.007808096938034509,-0.0024687251904382,,,,,,,,,,,,,,,,,,,
175,1982-09-01,1982-10-01,-0.00424246443950103,-0.0097275827660441,,,,,,,,,,,,,,,,,,,
176,1982-10-01,1982-11-01,-0.002795880363370009,-0.0032538001112216,,,,,,,,,,,,,,,,,,,
177,1982-11-01,1982-12-01,-0.003101465530468601,-0.0070995665994071,,,,,,,,,,,,,,,,,,,
178,1982-12-01,1983-01-01,0.0035145562780727426,0.0184638031987667,,,,,,,,,,,,,,,,,,,
179,1983-01-01,1983-02-01,0.004221322197451576,-0.0062949423731928,,,,,,,,,,,,,,,,,,,
180,1983-02-01,1983-03-01,0.0034683833655668357,0.0084046522038421,,,,,,,,,,,,,,,,,,,
181,1983-03-01,1983-04-01,0.0054709949957843906,0.012580060260646,,,,,,,,,,,,,,,,,,,
182,1983-04-01,1983-05-01,0.003655880947802408,0.0060151175148983,,,,,,,,,,,,,,,,,,,
183,1983-05-01,1983-06-01,0.007083022276617686,0.0061074098253901,,,,,,,,,,,,,,,,,,,
184,1983-06-01,1983-07-01,0.004881669750678096,0.0147834120886369,,,,,,,,,,,,,,,,,,,
185,1983-07-01,1983-08-01,0.012314719192722307,0.0117589882838116,,,,,,,,,,,,,,,,,,,
186,1983-08-01,1983-09-01,0.004220197460702575,0.0144399949384292,,,,,,,,,,,,,,,,,,,
