origin_date,forecast_date,feature,feature_value,shap_value,prediction,base_value
1976-06-01,1976-07-01,lag_0,0.0010263728636865,-0.00028381550415471963,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_1,0.0042418145250855,-6.0277217249408336e-05,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_2,0.0049490355971983,0.0006511970462164732,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_3,0.002160118714749,2.494185907047524e-05,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_4,0.0097589294368396,-0.0008715658027674162,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_5,0.0131037213318072,-0.0009715952811398125,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_6,0.0135618859783548,-0.0010322328975644322,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_7,0.00134316107532,-2.0608156778811815e-07,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_8,0.0043885842792676,0.0007767458433492482,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_9,0.0128274143058635,-0.0004124955676819141,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_10,0.0097899049851579,-0.00011099806577577984,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,lag_11,0.0104277982971066,-0.0015731195731723054,-0.0015170715809928823,0.0015318370199988187
1976-06-01,1976-07-01,volatility_3m,0.0020907139786678543,0.0008145126414456785,-0.0015170715809928823,0.0015318370199988187
1976-07-01,1976-08-01,lag_0,0.0056794493189409,0.002035515075370348,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_1,0.0010263728636865,1.430349843015708e-05,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_2,0.0042418145250855,0.0005055622462114886,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_3,0.0049490355971983,0.0001594108924690546,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_4,0.002160118714749,-4.3969027756467194e-05,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_5,0.0097589294368396,-0.0006525984326530212,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_6,0.0131037213318072,-0.0008517192107622934,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_7,0.0135618859783548,-1.8155275642468142e-06,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_8,0.00134316107532,-1.1974424606151198e-05,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_9,0.0043885842792676,-7.908103227792012e-05,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_10,0.0128274143058635,-0.00016124059283678413,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,lag_11,0.0097899049851579,-0.0013909335742864066,0.001892025850457663,0.0015787036768212376
1976-07-01,1976-08-01,volatility_3m,0.002382469985008796,0.000791862283898668,0.001892025850457663,0.0015787036768212376
1976-08-01,1976-09-01,lag_0,0.006854351585718,0.0026248053718905895,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_1,0.0056794493189409,-0.00011641585179986942,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_2,0.0010263728636865,-0.0001220534702526154,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_3,0.0042418145250855,0.00012273578782991462,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_4,0.0049490355971983,-0.0003353677395793667,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_5,0.002160118714749,-3.1414383213423004e-05,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_6,0.0097589294368396,-0.0005727575119034274,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_7,0.0131037213318072,8.931004164801877e-05,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_8,0.0135618859783548,0.0029841648378828786,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_9,0.00134316107532,4.791449096617449e-06,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_10,0.0043885842792676,-2.4749413140251454e-05,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,lag_11,0.0128274143058635,-0.0018485331313517301,0.005057570847950554,0.0016375833220117933
1976-08-01,1976-09-01,volatility_3m,0.0030821218832532875,0.0006454715388314249,0.005057570847950554,0.0016375833220117933
1976-09-01,1976-10-01,lag_0,0.0034510513529513,0.0008828435370469024,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_1,0.006854351585718,-0.0001543882289096898,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_2,0.0056794493189409,0.0007842406734416883,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_3,0.0010263728636865,-3.754202437192379e-05,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_4,0.0042418145250855,-0.00025800247309599366,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_5,0.0049490355971983,-0.00023573836818825846,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_6,0.002160118714749,-2.961939589780203e-05,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_7,0.0097589294368396,5.385582931179126e-05,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_8,0.0131037213318072,0.002810747490335386,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_9,0.0135618859783548,-0.0003423475069634328,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_10,0.00134316107532,1.133515674446168e-06,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,lag_11,0.0043885842792676,-0.00047434600898289684,0.0056151943209505955,0.0016577700054095153
1976-09-01,1976-10-01,volatility_3m,0.0017286124158630062,0.0009565872761408632,0.0056151943209505955,0.0016577700054095153
1976-10-01,1976-11-01,lag_0,-0.0003044869306836,-0.0010172294152645497,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_1,0.0034510513529513,-6.056056433728916e-05,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_2,0.006854351585718,0.000995097916216554,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_3,0.0056794493189409,0.00021621733271212892,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_4,0.0010263728636865,7.785571216854602e-05,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_5,0.0042418145250855,-0.00017926515895583505,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_6,0.0049490355971983,-0.00021485848967760785,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_7,0.002160118714749,-3.809834738182103e-07,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_8,0.0097589294368396,0.0019344281242518468,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_9,0.0131037213318072,-0.00046021048614222816,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_10,0.0135618859783548,2.9034591266625765e-05,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,lag_11,0.00134316107532,2.7949378988022805e-05,0.003436093087578741,0.0016366967795634292
1976-10-01,1976-11-01,volatility_3m,0.0035808632380594186,0.0004513183502629155,0.003436093087578741,0.0016366967795634292
1976-11-01,1976-12-01,lag_0,0.0151273417142681,0.006636572410591121,0.0059649472766598105,0.0017820103827135135
1976-11-01,1976-12-01,lag_1,-0.0003044869306836,7.284890525885917e-05,0.0059649472766598105,0.0017820103827135135
1976-11-01,1976-12-01,lag_2,0.0034510513529513,0.0003450556305964379,0.0059649472766598105,0.0017820103827135135
1976-11-01,1976-12-01,lag_3,0.006854351585718,0.0003181308743176893,0.0059649472766598105,0.0017820103827135135
1976-11-01,1976-12-01,lag_4,0.0056794493189409,-0.0004330552520999617,0.0059649472766598105,0.0017820103827135135
