sasdate,INDPRO,IPMANSICS,CUMFNS,UNRATE,CLAIMSx,CES0600000007,PERMIT,ANDENOx,CMRMTSPLx,BUSLOANS,M2REAL,COMPAPFFx,T10YFFM,HOUST,OILPRICEx,S&P 500
12/1/2013,100.5175,100.0085,75.2138,6.7,346000,41.1,1005.0,93967.0,1270949.0,1574.33,4706.4,0.05,2.81,1002.0,97.63,1807.78
1/1/2014,100.1599,98.9908,74.4928,6.6,326750,41.0,976.0,80222.0,1258055.0,1586.7954,4724.7,0.05,2.79,888.0,94.62,1822.36
2/1/2014,100.9168,99.8996,75.2268,6.7,335250,40.8,1039.0,75888.0,1268722.0,1619.7096,4747.4,0.06,2.64,944.0,100.82,1817.04
3/1/2014,101.8942,100.7536,75.9245,6.7,321000,41.5,1067.0,81126.0,1279006.0,1633.3176,4752.9,0.04,2.64,970.0,100.8,1863.52
4/1/2014,101.9928,100.7556,75.984,6.2,322750,41.3,1090.0,77992.0,1280443.0,1651.1911,4763.1,0.03,2.62,1043.0,102.07,1864.26
5/1/2014,102.3836,101.0175,76.2447,6.3,313800,41.4,1018.0,79766.0,1283964.0,1663.6926,4781.2,0.02,2.47,1007.0,102.18,1889.77
6/1/2014,102.735,101.3503,76.5649,6.1,313500,41.5,1010.0,80748.0,1283791.0,1676.8043,4798.2,0.01,2.5,911.0,105.79,1947.09
7/1/2014,102.9632,101.7996,76.9794,6.2,301750,41.5,1076.0,139551.0,1291656.0,1694.9147,4815.8,0.04,2.45,1085.0,103.59,1973.1
8/1/2014,102.7688,101.1851,76.5958,6.1,302000,41.5,1047.0,81621.0,1294102.0,1711.7561,4826.7,0.04,2.33,984.0,96.54,1961.53
9/1/2014,103.0641,101.1615,76.6653,5.9,295000,41.6,1077.0,81397.0,1293829.0,1725.7351,4843.8,0.03,2.44,1023.0,93.21,1993.23
10/1/2014,103.0764,101.0402,76.6657,5.7,288750,41.6,1094.0,75250.0,1295747.0,1730.8096,4875.8,0.03,2.21,1074.0,84.4,1937.27
11/1/2014,103.7126,101.7159,77.2751,5.8,291600,41.6,1059.0,77571.0,1298950.0,1751.6656,4902.2,0.04,2.24,1001.0,75.79,2044.57
12/1/2014,103.7044,101.4917,77.2028,5.6,284500,41.6,1072.0,72388.0,1306392.0,1773.178,4952.8,0.03,2.09,1073.0,59.29,2054.27
1/1/2015,102.8905,100.899,76.8495,5.7,287600,41.5,1049.0,74358.0,1308978.0,1791.5773,5021.5,0.05,1.77,1085.0,47.22,2028.18
2/1/2015,102.2335,100.1484,76.373,5.5,301250,41.4,1127.0,69635.0,1303724.0,1807.9304,5058.5,0.04,1.87,886.0,50.58,2082.2
3/1/2015,101.8914,100.5102,76.7408,5.4,284000,41.2,1072.0,75198.0,1310961.0,1833.4502,5044.1,0.03,1.93,960.0,47.82,2079.99
4/1/2015,101.3355,100.4975,76.8166,5.4,286000,41.2,1166.0,74359.0,1321167.0,1847.9368,5053.2,0.01,1.82,1190.0,54.45,2094.86
5/1/2015,100.8883,100.5334,76.921,5.6,274000,41.1,1272.0,66592.0,1307579.0,1863.5293,5048.2,0.03,2.08,1079.0,59.27,2111.94
6/1/2015,100.571,100.1515,76.6945,5.3,273750,41.2,1379.0,74493.0,1309833.0,1880.1555,5051.2,0.05,2.23,1205.0,59.82,2099.29
7/1/2015,101.2228,100.9173,77.3337,5.2,277750,41.2,1140.0,71572.0,1313431.0,1889.5042,5061.6,0.06,2.19,1146.0,50.9,2094.14
8/1/2015,101.0367,100.5828,77.1158,5.1,275200,41.3,1165.0,70552.0,1315072.0,1903.4103,5080.4,0.12,2.03,1130.0,42.87,2039.87
9/1/2015,100.7547,100.3031,76.926,5.0,269500,41.2,1144.0,64849.0,1327948.0,1915.348,5117.6,0.13,2.03,1224.0,45.48,1945.41
10/1/2015,100.2675,100.1589,76.827,5.0,267000,41.3,1160.0,74760.0,1325144.0,1930.1677,5134.2,0.13,1.95,1058.0,46.22,2071.18
11/1/2015,99.5298,99.8961,76.6246,5.1,268500,41.2,1244.0,69416.0,1322511.0,1946.3666,5166.4,0.18,2.14,1172.0,42.44,2080.62
12/1/2015,99.0417,99.634,76.4118,5.0,271000,41.3,1211.0,59983.0,1320606.0,1952.8521,5201.9,0.3,2.0,1146.0,37.19,2054.08
1/1/2016,99.5607,100.0334,76.6964,4.8,279600,41.4,1171.0,76295.0,1321509.0,1963.8478,5262.1,0.23,1.75,1092.0,31.68,1918.6
2/1/2016,99.0445,99.6927,76.4063,4.9,266750,41.1,1172.0,67281.0,1332078.0,1987.1478,5299.5,0.16,1.4,1225.0,30.32,1903.03
3/1/2016,98.3096,99.6262,76.3208,5.0,263250,41.0,1118.0,64049.0,1332612.0,2017.6235,5304.4,0.19,1.53,1111.0,37.55,2021.95
4/1/2016,98.6421,99.5238,76.2043,5.1,266000,41.1,1160.0,75917.0,1331387.0,2033.446,5317.2,0.18,1.44,1163.0,40.75,2075.54
5/1/2016,98.4184,99.4494,76.1095,4.8,274500,41.1,1205.0,74675.0,1323914.0,2048.1212,5332.6,0.2,1.44,1148.0,46.71,2065.55
6/1/2016,98.8833,99.6709,76.2442,4.9,265250,41.2,1208.0,61173.0,1331850.0,2050.7824,5343.0,0.17,1.26,1203.0,48.76,2083.89
7/1/2016,98.9992,99.7169,76.2506,4.8,259400,41.3,1198.0,67180.0,1330786.0,2057.7702,5368.3,0.23,1.11,1239.0,44.65,2148.9
8/1/2016,98.85,99.2901,75.904,4.9,263500,41.1,1201.0,65989.0,1340941.0,2051.3597,5393.4,0.33,1.16,1171.0,44.72,2177.48
9/1/2016,98.7457,99.4657,76.0291,5.0,251500,41.2,1303.0,66305.0,1342844.0,2070.3166,5404.3,0.35,1.23,1068.0,45.18,2157.69
10/1/2016,98.7611,99.5431,76.0921,4.9,255800,41.3,1254.0,81927.0,1344497.0,2086.261,5422.0,0.32,1.36,1313.0,49.78,2143.02
11/1/2016,98.3491,99.4371,76.0292,4.7,245750,41.3,1230.0,62923.0,1345017.0,2089.4401,5445.9,0.3,1.73,1140.0,45.66,2164.99
12/1/2016,99.0214,99.4441,76.0673,4.7,252200,41.1,1248.0,65468.0,1361415.0,2083.6422,5450.9,0.33,1.95,1252.0,51.97,2246.63
1/1/2017,98.7611,99.5844,76.2213,4.7,244000,41.1,1303.0,68586.0,1365202.0,2082.1871,5459.5,0.25,1.78,1190.0,52.5,2275.12
2/1/2017,98.3646,99.4561,76.1845,4.6,230250,41.2,1234.0,70753.0,1363025.0,2082.5725,5478.1,0.21,1.76,1271.0,53.47,2329.91
3/1/2017,99.0137,99.1188,75.9999,4.4,233750,41.0,1272.0,71783.0,1360169.0,2064.8393,5505.9,0.19,1.69,1190.0,49.33,2345.96
4/1/2017,100.0224,100.2837,76.9785,4.4,227800,41.2,1251.0,72548.0,1355381.0,2067.5158,5522.0,0.13,1.4,1146.0,51.06,2359.31
5/1/2017,100.1408,100.1405,76.962,4.4,239000,41.3,1208.0,70601.0,1360858.0,2071.7385,5547.6,0.14,1.39,1157.0,48.48,2395.35
6/1/2017,100.3471,100.2153,77.119,4.3,248000,41.3,1353.0,85817.0,1365370.0,2072.9162,5552.9,0.12,1.15,1249.0,45.18,2433.99
7/1/2017,100.1068,99.8212,76.9178,4.3,250800,41.2,1256.0,66068.0,1370870.0,2076.081,5574.4,0.07,1.17,1206.0,46.63,2454.1
8/1/2017,99.6925,99.6519,76.8894,4.4,247750,41.3,1319.0,68107.0,1378509.0,2084.0958,5577.2,0.09,1.05,1159.0,48.04,2456.22
9/1/2017,99.7954,99.6802,77.0102,4.3,272400,41.1,1273.0,75061.0,1385196.0,2102.9052,5568.5,0.1,1.05,1181.0,49.82,2492.84
10/1/2017,101.0247,100.7325,77.9179,4.2,242250,41.3,1356.0,72594.0,1393064.0,2112.9422,5588.2,0.11,1.21,1257.0,51.58,2557.0
11/1/2017,101.2664,100.786,78.0466,4.2,247750,41.5,1299.0,77182.0,1403474.0,2106.2299,5586.5,0.16,1.19,1273.0,56.64,2593.61
12/1/2017,101.4644,100.5294,77.9264,4.1,242600,41.2,1311.0,76982.0,1412747.0,2105.3574,5598.6,0.24,1.1,1177.0,57.88,2664.34
1/1/2018,101.4625,100.2213,77.7567,4.0,235250,41.1,1317.0,68859.0,1394188.0,2109.5759,5578.6,0.22,1.17,1299.0,63.7,2789.8
2/1/2018,101.7085,101.072,78.4742,4.1,221000,41.6,1321.0,73922.0,1401163.0,2112.0245,5578.1,0.36,1.44,1277.0,62.23,2705.16
3/1/2018,102.2067,100.9968,78.4626,4.0,225800,41.6,1385.0,79291.0,1398064.0,2123.2264,5599.8,0.57,1.33,1318.0,62.73,2702.77
4/1/2018,103.3329,101.6977,79.0447,4.0,221500,41.7,1378.0,75065.0,1398213.0,2167.1125,5592.4,0.51,1.18,1276.0,66.25,2653.63
5/1/2018,102.4024,100.8645,78.4247,3.8,221250,41.6,1338.0,75010.0,1408616.0,2173.6766,5602.0,0.46,1.28,1357.0,69.98,2701.49
6/1/2018,103.198,101.5122,78.9473,4.0,222600,41.6,1345.0,72127.0,1402036.0,2191.1233,5621.0,0.37,1.09,1192.0,67.87,2754.35
7/1/2018,103.3646,101.5927,79.0213,3.8,209500,41.6,1334.0,67765.0,1405164.0,2204.0928,5630.2,0.26,0.98,1208.0,70.98,2793.64
8/1/2018,104.0327,101.8312,79.2129,3.8,208500,41.4,1273.0,74270.0,1412014.0,2209.5556,5639.9,0.28,0.98,1288.0,68.06,2857.82
9/1/2018,104.1004,101.8767,79.2511,3.7,205200,41.2,1314.0,71722.0,1411531.0,2225.8849,5642.4,0.29,1.05,1250.0,70.23,2901.5
10/1/2018,103.9856,101.479,78.9436,3.8,213000,41.3,1272.0,69133.0,1406996.0,2250.5491,5634.0,0.18,0.96,1221.0,70.75,2785.46
11/1/2018,104.0681,101.2224,78.747,3.8,225250,41.2,1340.0,67146.0,1411645.0,2274.048,5645.6,0.36,0.92,1181.0,56.96,2723.23
12/1/2018,104.0936,101.5544,79.0103,3.9,224600,41.4,1317.0,72844.0,1408513.0,2303.6527,5689.9,0.42,0.56,1095.0,49.52,2567.31
1/1/2019,103.4021,100.6592,78.3218,4.0,222750,41.6,1254.0,70506.0,1411462.0,2325.3631,5719.7,0.19,0.31,1226.0,51.38,2607.39
2/1/2019,102.8371,100.0903,77.8923,3.8,222500,40.9,1286.0,64998.0,1408768.0,2332.0383,5716.4,0.09,0.28,1121.0,54.95,2754.86
3/1/2019,102.8757,99.8288,77.7067,3.8,211800,41.2,1295.0,71042.0,1405640.0,2337.5318,5712.6,0.07,0.17,1191.0,58.15,2803.98
4/1/2019,102.274,99.2058,77.2434,3.7,209750,41.1,1322.0,66680.0,1394958.0,2329.449,5702.3,0.05,0.11,1272.0,63.86,2903.8
5/1/2019,102.392,99.1939,77.2603,3.6,218500,41.0,1347.0,59800.0,1403604.0,2334.1018,5739.2,0.05,0.01,1293.0,60.83,2854.71
6/1/2019,102.4375,99.5968,77.6047,3.6,225200,41.2,1299.0,59188.0,1405269.0,2338.7658,5787.7,-0.08,-0.31,1243.0,54.66,2890.17
7/1/2019,101.9408,98.8863,77.0847,3.7,208500,40.9,1379.0,66079.0,1406165.0,2345.4666,5806.5,-0.18,-0.34,1240.0,57.35,2996.11
8/1/2019,102.639,99.5107,77.6077,3.6,211000,41.1,1482.0,63754.0,1409855.0,2363.8488,5832.9,-0.07,-0.49,1375.0,54.81,2897.5
9/1/2019,102.2917,98.7161,77.028,3.5,209500,41.3,1469.0,59428.0,1405353.0,2370.4403,5861.6,-0.01,-0.35,1311.0,56.95,2982.16
10/1/2019,101.4281,97.8893,76.426,3.6,212250,41.0,1523.0,62130.0,1389568.0,2370.4462,5898.0,0.05,-0.12,1325.0,53.96,2977.68
11/1/2019,101.9372,98.6639,77.0781,3.6,224400,40.9,1535.0,59182.0,1396759.0,2368.866,5923.9,0.22,0.26,1353.0,57.03,3104.9
12/1/2019,101.7003,98.7599,77.2042,3.6,236000,40.8,1443.0,54562.0,1390886.0,2357.6035,5934.2,0.21,0.31,1548.0,59.88,3176.75
1/1/2020,101.0338,98.4689,77.0311,3.6,215500,40.8,1495.0,70785.0,1386608.0,2353.8701,5949.3,0.1,0.21,1581.0,57.52,3278.2
2/1/2020,101.3735,98.644,77.2279,3.5,210200,40.9,1455.0,72063.0,1391224.0,2350.6023,5965.9,0.01,-0.08,1549.0,50.54,3277.31
3/1/2020,97.4078,94.1084,73.7382,4.4,2335250,40.7,1346.0,52513.0,1330719.0,2564.3082,6197.2,0.7,0.24,1266.0,29.21,2652.39
4/1/2020,84.5619,79.7713,62.5589,14.8,4663250,38.6,1076.0,52268.0,1177479.0,2920.8995,6641.9,,0.61,936.0,16.55,2761.98
5/1/2020,85.9604,83.193,65.3028,13.2,2173400,39.5,1250.0,60504.0,1276086.0,3035.7977,6979.2,0.12,0.62,1039.0,28.56,2919.62
6/1/2020,91.5934,89.6346,70.4285,11.0,1490250,39.8,1334.0,51627.0,1373101.0,2925.2981,7057.4,0.12,0.65,1266.0,38.31,3104.66
7/1/2020,95.0256,92.9127,73.0801,10.2,1383500,40.3,1546.0,58820.0,1411729.0,2856.1301,7082.5,0.09,0.53,1526.0,40.71,3207.62
8/1/2020,95.9549,94.3667,74.3046,8.4,922400,40.6,1533.0,62591.0,1413552.0,2815.0439,7081.7,0.05,0.56,1396.0,42.34,3391.71
9/1/2020,95.9669,94.4269,74.4348,7.8,851750,40.4,1636.0,67203.0,1419956.0,2759.992,7152.5,0.04,0.59,1473.0,39.63,3365.52
10/1/2020,96.7394,95.4115,75.295,6.9,795400,40.7,1613.0,69200.0,1432103.0,2698.3277,7203.1,0.03,0.7,1543.0,39.4,3418.7
11/1/2020,97.0816,95.8869,75.7534,6.7,751250,40.8,1703.0,68008.0,1431857.0,2637.2822,7274.1,0.07,0.78,1543.0,40.94,3548.99
12/1/2020,98.363,96.5885,76.3888,6.7,836750,40.9,1752.0,68688.0,1442553.0,2590.6251,7301.4,0.08,0.84,1614.0,47.02,3695.31
1/1/2021,98.8822,97.5015,77.1897,6.4,827800,41.1,1855.0,70147.0,1472712.0,2561.387,7371.1,0.05,0.99,1630.0,52.0,3793.75
2/1/2021,95.6149,93.569,74.1452,6.2,755000,40.4,1711.0,75267.0,1428248.0,2586.5954,7434.9,0.03,1.18,1404.0,59.04,3883.43
3/1/2021,98.3856,96.4528,76.4953,6.1,669250,41.1,1756.0,75028.0,1482801.0,2586.7795,7484.8,0.03,1.54,1696.0,62.33,3910.51
4/1/2021,98.5587,96.6118,76.6806,6.1,589000,41.1,1721.0,78374.0,1483733.0,2556.3543,7561.7,0.04,1.56,1495.0,61.72,4141.18
5/1/2021,99.4333,97.6204,77.5331,5.8,469200,40.9,1703.0,76444.0,1455876.0,2545.6238,7611.8,0.04,1.56,1589.0,65.17,4167.85
6/1/2021,99.7987,97.6096,77.5677,5.9,409750,40.6,1654.0,80605.0,1460523.0,2478.0379,7562.7,0.01,1.44,1650.0,71.38,4238.49
7/1/2021,100.2519,98.4822,78.295,5.4,370000,40.9,1658.0,75595.0,1465158.0,2450.3579,7584.9,0.0,1.22,1597.0,72.49,4363.71
8/1/2021,100.0437,97.9859,77.9251,5.1,360000,40.8,1736.0,82077.0,1451943.0,2428.3734,7630.0,0.01,1.19,1594.0,67.73,4454.21
9/1/2021,98.8579,96.83,77.0224,4.7,355500,41.2,1640.0,76387.0,1457262.0,2416.6678,7658.3,0.02,1.29,1577.0,71.65,4445.54
10/1/2021,100.1861,98.1777,78.1049,4.5,284800,40.7,1707.0,77225.0,1465891.0,2420.7405,7645.6,0.03,1.5,1579.0,81.48,4460.71
11/1/2021,100.8654,98.7305,78.5506,4.2,236500,41.1,1765.0,81608.0,1470618.0,2434.992,7645.2,0.06,1.48,1705.0,79.15,4667.39
12/1/2021,100.5726,98.5829,78.4351,3.9,216250,41.1,1919.0,81822.0,1467940.0,2473.1762,7646.2,0.09,1.38,1722.0,71.71,4674.77
1/1/2022,100.1856,97.7075,77.7378,4.0,237600,40.7,1920.0,88259.0,1485162.0,2486.9777,7640.4,0.14,1.68,1702.0,83.22,4573.82
2/1/2022,100.8064,98.2595,78.1748,3.8,219500,41.2,1857.0,82408.0,1472992.0,2499.0141,7621.4,0.3,1.85,1735.0,91.64,4435.98
3/1/2022,101.3907,98.7452,78.5575,3.7,215000,40.9,1868.0,80307.0,1470559.0,2538.9137,7556.1,0.53,1.93,1712.0,108.5,4391.27
4/1/2022,101.44,98.6657,78.4892,3.7,213200,40.8,1859.0,81641.0,1469438.0,2565.6296,7536.9,0.58,2.42,1820.0,101.78,4391.3
5/1/2022,101.3335,98.216,78.1251,3.6,210000,40.8,1704.0,80154.0,1450168.0,2610.2452,7446.2,0.56,2.14,1531.0,109.55,4040.36
6/1/2022,101.018,97.6698,77.6834,3.6,213500,40.6,1737.0,81613.0,1446858.0,2667.8801,7334.8,0.66,1.95,1551.0,114.84,3898.95
7/1/2022,101.223,97.7037,77.7019,3.5,218200,40.7,1703.0,84024.0,1452657.0,2699.2413,7337.7,0.82,1.25,1381.0,101.62,3911.73
8/1/2022,101.0963,97.6569,77.654,3.6,216500,40.6,1557.0,80526.0,1468234.0,2724.0968,7320.3,0.43,0.57,1531.0,93.67,4158.56
9/1/2022,101.2918,97.6859,77.6645,3.5,197750,40.6,1600.0,82902.0,1465161.0,2747.7509,7260.3,0.65,0.94,1488.0,84.26,3850.52
10/1/2022,101.2529,97.9436,77.8544,3.6,202400,40.7,1594.0,85554.0,1466963.0,2771.3899,7189.9,0.77,0.9,1435.0,87.55,3726.05
11/1/2022,100.9552,97.1654,77.2186,3.6,210750,40.5,1401.0,76708.0,1451828.0,2789.4296,7150.2,0.68,0.14,1424.0,84.37,3917.49
12/1/2022,99.7664,95.4905,75.8688,3.5,208000,40.3,1410.0,88042.0,1465472.0,2798.0126,7101.2,0.41,-0.47,1308.0,76.44,3912.38
1/1/2023,100.505,97.1426,77.1602,3.5,203500,40.9,1410.0,82799.0,1483458.0,2811.8455,7057.7,0.28,-0.8,1361.0,78.12,3960.66
2/1/2023,100.6416,97.1576,77.1498,3.6,215000,40.6,1618.0,78093.0,1471736.0,2806.7126,7026.9,0.17,-0.82,1399.0,76.83,4079.68
3/1/2023,101.0205,96.5084,76.6104,3.5,228750,40.4,1480.0,85117.0,1459513.0,2797.7693,6920.8,0.26,-0.99,1377.0,73.28,3968.56
4/1/2023,101.253,97.3384,77.2433,3.4,216600,40.6,1474.0,84951.0,1456995.0,2771.1747,6844.7,0.2,-1.37,1354.0,79.45,4121.47
5/1/2023,100.9286,97.1391,77.0575,3.6,226250,40.5,1575.0,90502.0,1472101.0,2766.5382,6857.9,0.09,-1.48,1584.0,71.58,4146.17
6/1/2023,100.1196,96.4579,76.4881,3.6,251750,40.5,1464.0,100227.0,1472700.0,2756.0047,6834.2,0.14,-1.33,1421.0,70.25,4345.37
7/1/2023,100.9067,96.7983,76.7273,3.5,234800,40.5,1522.0,89802.0,1482383.0,2754.9441,6819.1,0.23,-1.22,1460.0,76.07,4508.08
8/1/2023,100.8393,96.7471,76.6542,3.7,245000,40.6,1561.0,83833.0,1482238.0,2757.8898,6777.0,0.11,-1.16,1317.0,81.39,4457.36
9/1/2023,101.0211,96.8122,76.672,3.8,219000,40.5,1537.0,95592.0,1491541.0,2760.7657,6741.1,0.16,-0.95,1371.0,89.43,4409.1
10/1/2023,100.4689,96.3358,76.2599,3.9,210250,40.6,1528.0,84067.0,1490802.0,2771.2849,6724.2,0.13,-0.53,1368.0,85.64,4269.4
11/1/2023,100.8639,96.7233,76.5305,3.7,218000,40.7,1503.0,96486.0,1497859.0,2762.7932,6717.8,0.08,-0.83,1514.0,77.69,4460.06
12/1/2023,100.6031,96.6742,76.4545,3.8,207400,40.4,1519.0,102456.0,1508602.0,2760.5765,6705.2,-0.01,-1.31,1521.0,71.9,4685.05
1/1/2024,99.2223,95.2438,75.2859,3.7,210000,40.0,1545.0,76647.0,1492936.0,2758.8422,6705.5,-0.07,-1.27,1381.0,74.15,4815.61
2/1/2024,100.285,96.4671,76.2145,3.9,210750,40.4,1577.0,80900.0,1494481.0,2766.1043,6707.3,-0.11,-1.12,1552.0,77.25,5011.96
3/1/2024,100.4575,96.5844,76.2676,3.9,215000,40.6,1476.0,84316.0,1491307.0,2751.3685,6696.7,-0.04,-1.12,1312.0,81.28,5170.57
4/1/2024,100.2434,96.0498,75.805,3.9,210250,40.3,1459.0,80888.0,1490484.0,2749.3007,6686.2,0.0,-0.79,1385.0,85.35,5112.49
5/1/2024,100.863,96.5942,76.1923,4.0,222000,40.7,1407.0,79432.0,1503122.0,2758.6487,6702.9,0.0,-0.85,1316.0,80.02,5235.23
6/1/2024,100.894,96.4141,76.006,4.1,235600,40.7,1461.0,74383.0,1506650.0,2765.494,6723.4,-0.05,-1.02,1327.0,79.77,5415.14
7/1/2024,99.9757,95.6284,75.3409,4.2,236500,40.5,1436.0,87240.0,1519102.0,2760.4084,6724.0,-0.02,-1.08,1265.0,81.8,5538.0
8/1/2024,100.4309,96.0784,75.6471,4.2,230800,40.5,1476.0,83538.0,1518385.0,2766.513,6739.5,-0.21,-1.46,1391.0,76.68,5478.21
9/1/2024,99.8084,95.5692,75.1957,4.1,225000,40.6,1434.0,83534.0,1530455.0,2777.8983,6751.6,-0.27,-1.41,1357.0,70.24,5621.26
10/1/2024,99.4695,94.9225,74.6339,4.1,236250,40.5,1428.0,83598.0,1526325.0,2784.7129,6752.4,-0.21,-0.73,1352.0,71.99,5792.32
11/1/2024,99.2925,95.1212,74.7343,4.2,219400,40.5,1508.0,82164.0,1535297.0,2787.6576,6765.1,-0.11,-0.29,1295.0,69.95,5929.92
12/1/2024,100.3273,95.4862,74.9627,4.1,222250,40.5,1480.0,83501.0,1547485.0,2765.6419,6745.7,-0.02,-0.09,1514.0,70.12,6010.91
1/1/2025,100.0647,95.1428,74.6327,4.0,213500,40.5,1460.0,87026.0,1531801.0,2664.2775,6735.6,0.0,0.3,1358.0,75.74,5979.52
2/1/2025,101.0993,96.3589,75.523,4.1,226000,40.6,1454.0,84840.0,1542684.0,2671.3101,6743.7,0.01,0.12,1490.0,71.53,6038.69
3/1/2025,101.0404,96.7773,75.785,4.2,223200,40.8,1481.0,107940.0,1563633.0,2675.2916,6769.6,-0.04,-0.05,1355.0,68.24,5683.98
4/1/2025,101.1279,96.6636,75.6285,4.2,226000,40.7,1422.0,87169.0,1555663.0,2668.9812,6796.5,-0.01,-0.05,1398.0,63.54,5369.5
5/1/2025,100.9655,96.5469,75.468,4.2,234000,40.7,1394.0,130657.0,1550522.0,2679.5484,6808.8,-0.04,0.09,1282.0,62.17,5810.92
6/1/2025,101.4785,96.8561,75.6385,4.1,241250,40.6,1393.0,98835.0,1556845.0,2685.3006,6825.0,-0.02,0.05,1382.0,68.17,6029.95
7/1/2025,101.8738,97.249,75.8731,4.2,221250,40.7,1362.0,90299.0,1565917.0,2674.3188,6838.4,-0.05,0.06,1429.0,68.39,6296.5
8/1/2025,101.6019,97.2716,75.8175,4.3,230000,40.7,1330.0,94843.0,1562592.0,2685.1565,6837.0,-0.11,-0.07,1307.0,64.86,6408.95
9/1/2025,101.6729,97.2989,75.7648,4.4,234750,40.7,,93905.0,1551287.0,2693.7764,6847.9,-0.12,-0.11,,63.96,6584.02
10/1/2025,101.616,96.9384,75.4096,,226750,40.6,,89793.0,,2692.519,,-0.11,-0.02,,60.89,6735.69
11/1/2025,101.7935,96.9756,75.3636,4.6,217600,40.8,,,,2698.5803,6867.8,-0.02,0.21,,60.06,6740.89
