sasdate,INDPRO,IPMANSICS,CUMFNS,UNRATE,CLAIMSx,CES0600000007,PERMIT,ANDENOx,CMRMTSPLx,BUSLOANS,M2REAL,COMPAPFFx,T10YFFM,HOUST,OILPRICEx,S&P 500
Transform:,5.0,5.0,2.0,2.0,5.0,1.0,4.0,5.0,5.0,6.0,5.0,1.0,1.0,4.0,6.0,5.0
3/1/1968,0.0031176826206444908,0.0015851281203360656,-0.24439999999999884,-0.09999999999999964,-0.07664792290297306,40.3,7.222566018822171,0.2036566636099355,0.007414702359950454,0.005394535163488534,0.0023185429334011687,0.59,0.69,7.290292882446597,0.0,-0.018461378412408358
4/1/1968,0.0014459539732123439,0.0009783829509251163,-0.29470000000000596,-0.20000000000000018,0.019280150745499824,40.1,7.1592919047975645,-0.16178259116262161,-0.001986056029695149,0.008952161907274103,0.0017996020024844128,0.05,-0.12,7.348587530927593,0.0,0.07125767495752378
5/1/1968,0.011155394612138103,0.012556615175713493,0.7159000000000049,0.0,0.0,40.5,7.167809184316444,-0.2529896863378589,0.00698366946293838,-0.008672933092186419,0.0030134988983387956,0.06,-0.24,7.249925536717988,0.0,0.02273529774765226
6/1/1968,0.003666760646485745,0.0021037481462053975,-0.1945999999999941,0.20000000000000018,-0.027510649882016125,40.5,7.170119543449628,-0.002324231116206832,0.007046204342405105,0.004478613696870859,0.001087756449833499,0.18,-0.35,7.247792581767846,0.0,0.026517660061402104
7/1/1968,-0.001535167755949196,-0.0030445535336838248,-0.6406000000000063,0.0,0.013595181820042157,40.4,7.203405521083095,0.23651124079702512,0.009497499172859136,0.0015292328474414418,-0.0002558362661861935,0.16,-0.52,7.321188556739478,0.0,-0.001992032531240362
8/1/1968,0.0027857982769994294,0.004911155247540044,0.05349999999999966,-0.20000000000000018,0.01592350086522032,40.3,7.213031659834869,-0.020724527775920265,-0.0171957723394236,-0.010007068461836077,0.004085546697882414,-0.15,-0.61,7.3098814858247865,0.0,-0.022076396792590103
9/1/1968,0.003780022985185205,0.0005410838349351188,-0.32339999999999236,-0.10000000000000009,-0.043039429481108726,40.5,7.288927694521257,-0.13516244100370223,0.013899051819887376,0.004412240924728472,0.004766604722310497,0.04,-0.32,7.349873704738337,0.0,0.0319971130793375
10/1/1968,0.001984886627725224,0.006272538416000728,0.17429999999998813,0.0,-0.026526754333428215,40.5,7.259116128097101,0.23091293357683895,0.013451650519286318,0.0038447996415627017,0.0015205274090224208,-0.11,-0.33,7.358193752733032,0.0,0.024379559477150536
11/1/1968,0.012851463066867908,0.01410762549168032,0.8595000000000113,0.0,-0.014077113890836657,40.2,7.269616749608169,-0.170351451749978,0.008585655313096296,0.0072242169644578524,0.0057444213134836275,0.1,-0.12,7.396335293800808,0.0,0.015296665375474028
12/1/1968,0.0031530353318194315,9.062187206243522e-05,-0.3610000000000042,0.0,0.0841446765075542,40.3,7.236339342754344,0.06864482872263444,-0.009317318099395067,0.0005136043915756616,0.0021378277759813713,0.15,0.01,7.344719054149673,0.0,0.01038234904221813
1/1/1969,0.006030701344290623,0.006006632453665617,0.17249999999999943,0.0,-0.04092642770921806,40.5,7.285506548522785,0.07552184404769413,2.4196111048979674e-05,-0.00847490388552874,0.001631731251967139,0.23,-0.26,7.478169694159785,0.0,-0.043172171865209386
2/1/1969,0.006379058365686863,0.008046998493049351,0.368700000000004,0.0,0.02322685060981655,40.1,7.3098814858247865,0.11030454206565388,0.001556371691446401,0.002010073030011661,0.0017542764977633851,0.01,-0.42,7.4413203897176174,0.0,-0.004914014802428923
3/1/1969,0.00781135720262327,0.007603942979756084,0.33199999999999363,0.0,-0.036367644170875124,40.4,7.271008538280992,-0.13241303286273087,0.003671288605188394,-0.0022121263994439033,-0.004014306337879248,0.03,-0.49,7.353081920515432,0.05697743474254047,-0.021913227430714777
4/1/1969,-0.003684614915465012,-0.004189987872822432,-0.7012,0.0,-0.02681125745065671,40.7,7.273092595999522,0.20004727940657396,0.0043141381411846424,0.005793907156002476,-0.0032104777190173905,-0.37,-1.24,7.329093736246592,-0.02667208524721154,0.01994084020351039
5/1/1969,-0.0037891202855404593,-0.004034204228608562,-0.6811000000000007,0.0,-0.015334364000105793,40.4,7.191429330036379,-0.18628253897520963,-0.0006892519148546938,-0.003749750795140727,-0.0013881004184810308,-1.32,-2.35,7.367077059881012,-0.030305349495328926,0.032057140376185345
6/1/1969,0.009723779271815225,0.006058684681323978,0.1974000000000018,0.10000000000000009,0.057893978418901426,40.3,7.207118856207756,-0.01391378280039035,-0.0005727418952989893,-0.0057623068624197415,-0.002022501005437327,-0.67,-2.33,7.331714969726466,0.0,-0.05361055903839507
7/1/1969,0.005265458093261177,0.007236735112293946,0.3020000000000067,0.0,0.08364199170318365,40.2,7.15305163493748,0.01802116713638391,0.0002819150140656035,-0.0008067399221030058,-0.003739743844510812,0.04,-1.89,7.221105098182496,0.0,-0.04571340135441737
8/1/1969,0.0022944697527873537,0.0013839501422099332,-0.20640000000000214,0.0,-0.050852168880192394,40.4,7.183111701743281,0.03890535881373758,0.01079069919625475,-0.0025801366041804386,-0.001652472728896015,-0.86,-2.5,7.213768308118642,0.0,-0.005611746422601982
9/1/1969,-0.00022461528346173765,-0.0013625618266459583,-0.44250000000000966,0.20000000000000018,-0.018568510099914448,40.3,7.141245122350491,0.10255455505160427,0.004814836413206791,0.0025006646514942332,-0.001973831464435527,-0.67,-1.99,7.317876198626496,0.0,0.0034978041915563196
10/1/1969,0.0002935212230537054,0.0010127476118095835,-0.23439999999999372,0.0,0.022843632919466117,40.2,7.103322062526113,-0.16186878543439143,0.011500417010479325,5.916914516657101e-05,-0.0031278950528363936,-0.44,-1.9,7.2305631534092925,0.0,0.010630000637327441
11/1/1969,-0.009471744251739356,-0.010468066793229092,-1.214500000000001,-0.20000000000000018,0.02844966146808403,40.2,7.0825485693553,0.031038749687468226,-0.013941931859227097,0.0031040968247122436,-0.0019198777175750692,-0.39,-1.71,7.113956109566034,0.0,0.0071976527288812875
